participant_id,name,age,gender,education,district,taluka,family_income,below_poverty_line,course_enrolled,training_center_id,enrollment_date,current_status,assessment_score,certified,certification_date,placement_status,company_name,job_role,salary_offered,placement_date,job_location,training_satisfaction,would_recommend
PART_01814,Ashok Pawar 93,19,Other,10th Pass,Jalgaon,Taluka_4,Above 10 Lakhs,Yes,Electrician Training,TC_0022,2025-02-27,Certified,86.0,Yes,2025-07-04,Placed,Capgemini,Nurse,75851.0,2025-09-02,Ahmednagar,,
PART_01815,Ramesh Jadhav 30,28,Male,Post Graduate,Solapur,Taluka_8,Below 1 Lakh,Yes,Food Processing,TC_0161,2026-06-10,Ongoing,,No,,Not Applicable,,,,,,5.0,Maybe
PART_01816,Ashok Pawar 76,23,Male,12th Pass,Chandrapur,Taluka_10,1-3 Lakhs,Yes,Food Processing,TC_0103,2026-07-05,Completed,91.0,No,,Placed,Max Healthcare,Welder,75842.0,,Parbhani,2.0,Maybe
PART_01817,Priya Sharma 8,30,Female,12th Pass,Jalna,Taluka_5,1-3 Lakhs,Yes,Retail Management,TC_0304,2026-03-13,Completed,47.0,No,,Placed,Bajaj Finserv,Teacher,65265.0,,Bhiwandi,5.0,Maybe
PART_01818,Nitin Bhosale 82,34,Female,10th Pass,Jalgaon,Taluka_3,5-10 Lakhs,No,Medical Lab Technology,TC_0232,2025-09-09,Certified,56.0,Yes,2026-02-12,Further Studies,,,,,,,
PART_01819,Ashok Pawar 50,30,Other,10th Pass,Sangli,Taluka_3,3-5 Lakhs,No,Electrician Training,TC_0073,2025-11-29,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01820,Arun Kulkarni 45,39,Other,Post Graduate,Nashik,Taluka_9,3-5 Lakhs,Yes,Medical Lab Technology,TC_0436,2026-07-26,Certified,65.0,Yes,2026-12-04,Not Placed,,,,,,,
PART_01821,Rekha Pillai 48,35,Male,Diploma,Mumbai,Taluka_9,1-3 Lakhs,No,Digital Marketing,TC_0182,2026-06-08,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01822,Usha Menon 27,36,Male,Graduate,Latur,Taluka_1,3-5 Lakhs,No,Medical Lab Technology,TC_0226,2026-06-09,Completed,91.0,No,,Further Studies,,,,,,1.0,No
PART_01823,Ramesh Jadhav 46,18,Female,10th Pass,Dhule,Taluka_3,5-10 Lakhs,No,Electrician Training,TC_0250,2025-10-04,Completed,42.0,No,,Placed,Razorpay,Fitter,38408.0,,Beed,5.0,Maybe
PART_01824,Preeti Chopra 34,22,Other,Diploma,Aurangabad,Taluka_5,Above 10 Lakhs,No,Accounting & GST,TC_0083,2026-01-20,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01825,Amit Patel 77,38,Male,12th Pass,Solapur,Taluka_9,Below 1 Lakh,No,Data Analytics,TC_0265,2025-09-13,Completed,41.0,No,,Placed,Larsen & Toubro,Quality Analyst,65121.0,,Yavatmal,3.0,Maybe
PART_01826,Mohan Rao 27,38,Other,Post Graduate,Latur,Taluka_9,1-3 Lakhs,No,Digital Marketing,TC_0035,2025-03-01,Assessed,94.0,No,,Not Applicable,,,,,,,
PART_01827,Ashok Pawar 46,43,Other,12th Pass,Ahmednagar,Taluka_6,5-10 Lakhs,Yes,Beauty & Wellness,TC_0486,2026-02-03,Ongoing,,No,,Not Applicable,,,,,,3.0,Yes
PART_01828,Laxmi Hegde 12,44,Other,Post Graduate,Amravati,Taluka_6,3-5 Lakhs,No,Electrician Training,TC_0379,2025-06-23,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01829,Rekha Pillai 85,32,Other,12th Pass,Solapur,Taluka_7,Above 10 Lakhs,Yes,Retail Management,TC_0412,2025-03-22,Completed,59.0,No,,Placed,Mahindra & Mahindra,UI/UX Designer,67300.0,,Jalgaon,5.0,Yes
PART_01830,Preeti Chopra 78,32,Female,Post Graduate,Kolhapur,Taluka_9,3-5 Lakhs,Yes,Data Analytics,TC_0451,2025-01-15,Ongoing,,No,,Not Applicable,,,,,,1.0,Maybe
PART_01831,Shweta Bhatt 25,22,Other,12th Pass,Nanded,Taluka_7,Above 10 Lakhs,Yes,Digital Marketing,TC_0355,2025-11-12,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_01832,Arun Kulkarni 24,44,Other,12th Pass,Akola,Taluka_2,5-10 Lakhs,No,Food Processing,TC_0372,2025-12-06,Completed,40.0,No,,Placed,HDFC Bank,Electrician,78645.0,,Jalgaon,3.0,Yes
PART_01833,Anil Kamble 40,32,Other,Graduate,Akola,Taluka_2,3-5 Lakhs,Yes,Automotive Mechanic,TC_0212,2026-01-29,Completed,73.0,No,,Placed,Amazon,Customer Support Specialist,79997.0,,Kolhapur,1.0,Yes
PART_01834,Anil Kamble 12,31,Female,12th Pass,Jalna,Taluka_1,3-5 Lakhs,No,Mobile Repair,TC_0232,2026-04-30,Assessed,81.0,No,,Not Applicable,,,,,,,
PART_01835,Pooja Joshi 78,19,Male,Post Graduate,Solapur,Taluka_9,3-5 Lakhs,No,Data Analytics,TC_0117,2025-02-26,Completed,52.0,No,,Not Placed,,,,,,5.0,Yes
PART_01836,Anjali Reddy 23,43,Female,Diploma,Nanded,Taluka_1,5-10 Lakhs,Yes,Customer Service,TC_0439,2025-05-23,Completed,80.0,No,,Not Placed,,,,,,2.0,Maybe
PART_01837,Priya Sharma 29,25,Female,Graduate,Bhiwandi,Taluka_9,1-3 Lakhs,Yes,Digital Marketing,TC_0199,2026-03-04,Assessed,48.0,No,,Not Applicable,,,,,,,
PART_01838,Manoj Tiwari 83,34,Male,10th Pass,Jalna,Taluka_3,3-5 Lakhs,Yes,CNC Operation,TC_0282,2025-08-05,Completed,60.0,No,,Further Studies,,,,,,3.0,No
PART_01839,Meera Nair 43,38,Female,Post Graduate,Amravati,Taluka_6,Above 10 Lakhs,Yes,Beauty & Wellness,TC_0129,2025-03-21,Completed,52.0,No,,Placed,Byju's,HR Coordinator,51252.0,,Bhiwandi,4.0,Maybe
PART_01840,Kavita Rao 91,31,Male,10th Pass,Amravati,Taluka_1,Below 1 Lakh,No,Electrician Training,TC_0154,2025-10-24,Completed,43.0,No,,Placed,Max Healthcare,Quality Analyst,55626.0,,Mumbai,4.0,Yes
PART_01841,Sanjay Gupta 51,30,Male,Diploma,Kolhapur,Taluka_9,Above 10 Lakhs,Yes,Food Processing,TC_0162,2026-08-18,Completed,98.0,No,,Not Placed,,,,,,1.0,Yes
PART_01842,Rahul Verma 88,39,Male,10th Pass,Jalgaon,Taluka_8,Below 1 Lakh,No,Electrician Training,TC_0116,2026-08-01,Certified,85.0,Yes,2027-01-05,Not Placed,,,,,,,
PART_01843,Arun Kulkarni 99,42,Female,Post Graduate,Dhule,Taluka_8,3-5 Lakhs,No,Accounting & GST,TC_0498,2025-12-06,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_01844,Nitin Bhosale 63,28,Female,10th Pass,Dhule,Taluka_6,5-10 Lakhs,Yes,CNC Operation,TC_0434,2025-06-07,Completed,75.0,No,,Placed,Vedantu,Supply Chain Analyst,65997.0,,Nashik,2.0,Yes
PART_01845,Ashok Pawar 45,37,Female,Graduate,Thane,Taluka_9,Below 1 Lakh,Yes,Beauty & Wellness,TC_0340,2026-01-18,Completed,53.0,No,,Placed,Cognizant,UI/UX Designer,27906.0,,Raigad,1.0,No
PART_01846,Priya Sharma 87,44,Male,12th Pass,Chandrapur,Taluka_8,5-10 Lakhs,No,Customer Service,TC_0453,2025-11-01,Certified,91.0,Yes,2026-03-26,Not Placed,,,,,,,
PART_01847,Pooja Joshi 95,34,Other,Graduate,Mumbai,Taluka_1,Below 1 Lakh,Yes,CNC Operation,TC_0017,2026-01-20,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_01848,Geeta Sawant 81,44,Other,Graduate,Ahmednagar,Taluka_2,1-3 Lakhs,Yes,Data Analytics,TC_0153,2025-10-19,Completed,93.0,No,,Self Employed,,,,,,4.0,No
PART_01849,Shweta Bhatt 6,42,Female,12th Pass,Nanded,Taluka_10,Above 10 Lakhs,No,Automotive Mechanic,TC_0099,2025-10-20,Ongoing,,No,,Not Applicable,,,,,,3.0,No
PART_01850,Nitin Bhosale 29,27,Other,12th Pass,Nashik,Taluka_8,5-10 Lakhs,Yes,Warehouse Management,TC_0451,2026-06-22,Completed,54.0,No,,Placed,ICICI Bank,Business Analyst,41377.0,,Aurangabad,3.0,Maybe
PART_01851,Ramesh Jadhav 7,43,Male,10th Pass,Thane,Taluka_10,Below 1 Lakh,Yes,Customer Service,TC_0414,2026-02-21,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01852,Ashok Pawar 11,38,Other,Diploma,Ahmednagar,Taluka_4,1-3 Lakhs,Yes,CNC Operation,TC_0032,2026-02-14,Assessed,52.0,No,,Not Applicable,,,,,,,
PART_01853,Ashok Pawar 29,36,Other,Diploma,Amravati,Taluka_5,Below 1 Lakh,Yes,Retail Management,TC_0406,2025-09-23,Assessed,62.0,No,,Not Applicable,,,,,,,
PART_01854,Deepa Iyer 89,41,Female,10th Pass,Thane,Taluka_5,3-5 Lakhs,Yes,Data Analytics,TC_0347,2026-05-13,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01855,Ashok Pawar 81,24,Male,10th Pass,Aurangabad,Taluka_3,Above 10 Lakhs,Yes,Data Analytics,TC_0344,2026-03-28,Ongoing,,No,,Not Applicable,,,,,,4.0,Maybe
PART_01856,Laxmi Hegde 56,28,Female,Diploma,Pune,Taluka_5,3-5 Lakhs,No,Welding Technology,TC_0089,2025-01-13,Assessed,52.0,No,,Not Applicable,,,,,,,
PART_01857,Manoj Tiwari 78,37,Other,Diploma,Chandrapur,Taluka_6,1-3 Lakhs,Yes,Welding Technology,TC_0312,2026-08-22,Certified,77.0,Yes,2026-12-03,Not Placed,,,,,,,
PART_01858,Shweta Bhatt 91,23,Other,10th Pass,Nashik,Taluka_9,Below 1 Lakh,Yes,Cloud Computing,TC_0118,2025-06-26,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01859,Suresh Yadav 91,18,Male,10th Pass,Latur,Taluka_7,1-3 Lakhs,Yes,Accounting & GST,TC_0294,2025-09-05,Assessed,74.0,No,,Not Applicable,,,,,,,
PART_01860,Amit Patel 87,29,Female,Diploma,Pune,Taluka_8,Above 10 Lakhs,No,Digital Marketing,TC_0404,2025-09-12,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01861,Nitin Bhosale 42,34,Other,Diploma,Mumbai,Taluka_1,Below 1 Lakh,No,Mobile Repair,TC_0478,2026-08-13,Completed,42.0,No,,Not Placed,,,,,,5.0,Maybe
PART_01862,Geeta Sawant 96,19,Female,12th Pass,Ahmednagar,Taluka_9,Below 1 Lakh,Yes,Beauty & Wellness,TC_0448,2025-05-26,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01863,Kavita Rao 26,19,Other,Post Graduate,Bhiwandi,Taluka_7,3-5 Lakhs,No,Food Processing,TC_0095,2025-10-23,Assessed,88.0,No,,Not Applicable,,,,,,,
PART_01864,Suresh Yadav 15,25,Female,Post Graduate,Bhiwandi,Taluka_10,1-3 Lakhs,No,Beauty & Wellness,TC_0150,2026-08-24,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01865,Shweta Bhatt 23,35,Other,12th Pass,Nagpur,Taluka_7,5-10 Lakhs,Yes,CNC Operation,TC_0451,2025-09-09,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_01866,Sanjay Gupta 76,39,Female,Graduate,Solapur,Taluka_7,1-3 Lakhs,No,Automotive Mechanic,TC_0310,2026-08-07,Ongoing,,No,,Not Applicable,,,,,,2.0,No
PART_01867,Mohan Rao 95,30,Female,Post Graduate,Bhiwandi,Taluka_7,5-10 Lakhs,No,Cloud Computing,TC_0445,2025-08-10,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_01868,Kavita Rao 99,44,Other,Graduate,Jalgaon,Taluka_5,Below 1 Lakh,Yes,Automotive Mechanic,TC_0221,2026-06-11,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_01869,Vikram Singh 79,20,Male,Post Graduate,Solapur,Taluka_1,3-5 Lakhs,Yes,Cloud Computing,TC_0042,2025-08-25,Completed,45.0,No,,Further Studies,,,,,,1.0,No
PART_01870,Deepa Iyer 6,19,Male,Graduate,Bhiwandi,Taluka_3,1-3 Lakhs,No,Mobile Repair,TC_0212,2025-10-05,Completed,70.0,No,,Further Studies,,,,,,3.0,Yes
PART_01871,Sunita Kaur 36,40,Other,Post Graduate,Pune,Taluka_7,3-5 Lakhs,Yes,Food Processing,TC_0266,2025-12-02,Ongoing,,No,,Not Applicable,,,,,,4.0,Maybe
PART_01872,Sunita Kaur 72,42,Female,12th Pass,Sangli,Taluka_10,3-5 Lakhs,No,Beauty & Wellness,TC_0265,2025-06-20,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01873,Pooja Joshi 20,44,Female,Graduate,Nagpur,Taluka_2,3-5 Lakhs,No,CNC Operation,TC_0324,2026-04-03,Ongoing,,No,,Not Applicable,,,,,,1.0,Maybe
PART_01874,Laxmi Hegde 7,32,Other,Post Graduate,Sangli,Taluka_9,1-3 Lakhs,No,Beauty & Wellness,TC_0099,2026-07-14,Completed,65.0,No,,Placed,Narayana Health,Digital Marketing Executive,26623.0,,Bhiwandi,1.0,No
PART_01875,Suresh Yadav 16,25,Male,10th Pass,Bhiwandi,Taluka_7,1-3 Lakhs,No,Accounting & GST,TC_0495,2026-08-12,Completed,44.0,No,,Placed,ABB India,Welder,20735.0,,Ahmednagar,1.0,Yes
PART_01876,Prakash More 73,37,Other,Post Graduate,Jalna,Taluka_10,Below 1 Lakh,No,Welding Technology,TC_0052,2025-12-13,Certified,63.0,Yes,2026-05-12,Self Employed,,,,,,,
PART_01877,Meera Nair 15,37,Male,12th Pass,Bhiwandi,Taluka_2,3-5 Lakhs,Yes,Warehouse Management,TC_0321,2026-03-21,Completed,45.0,No,,Not Placed,,,,,,5.0,No
PART_01878,Nitin Bhosale 59,28,Other,12th Pass,Ahmednagar,Taluka_4,3-5 Lakhs,No,Welding Technology,TC_0105,2025-06-27,Ongoing,,No,,Not Applicable,,,,,,1.0,Yes
PART_01879,Anjali Reddy 61,45,Male,12th Pass,Thane,Taluka_5,3-5 Lakhs,Yes,Beauty & Wellness,TC_0391,2025-04-23,Completed,47.0,No,,Not Placed,,,,,,1.0,Yes
PART_01880,Prakash More 77,42,Male,10th Pass,Akola,Taluka_4,5-10 Lakhs,Yes,Food Processing,TC_0346,2025-05-03,Assessed,48.0,No,,Not Applicable,,,,,,,
PART_01881,Dinesh Shinde 78,23,Other,Post Graduate,Solapur,Taluka_3,1-3 Lakhs,Yes,Customer Service,TC_0152,2026-03-07,Completed,50.0,No,,Placed,HCL,HR Coordinator,28421.0,,Nagpur,5.0,No
PART_01882,Amit Patel 62,28,Other,Graduate,Latur,Taluka_3,Above 10 Lakhs,Yes,Accounting & GST,TC_0310,2026-01-23,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_01883,Pooja Joshi 90,32,Female,12th Pass,Ahmednagar,Taluka_4,1-3 Lakhs,No,Warehouse Management,TC_0466,2026-04-22,Completed,87.0,No,,Placed,Tech Mahindra,Quality Analyst,54262.0,,Nagpur,3.0,Maybe
PART_01884,Dinesh Shinde 80,21,Male,Post Graduate,Jalgaon,Taluka_7,Above 10 Lakhs,No,Digital Marketing,TC_0169,2026-01-15,Ongoing,,No,,Not Applicable,,,,,,2.0,No
PART_01885,Neha Dubey 10,41,Male,Diploma,Bhiwandi,Taluka_3,Below 1 Lakh,No,Food Processing,TC_0213,2026-05-14,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01886,Dinesh Shinde 67,37,Other,Graduate,Parbhani,Taluka_5,1-3 Lakhs,No,Automotive Mechanic,TC_0384,2026-07-26,Assessed,83.0,No,,Not Applicable,,,,,,,
PART_01887,Ashok Pawar 50,42,Female,12th Pass,Solapur,Taluka_5,3-5 Lakhs,No,Welding Technology,TC_0069,2026-04-17,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_01888,Mohan Rao 67,40,Female,10th Pass,Akola,Taluka_8,Below 1 Lakh,Yes,Data Analytics,TC_0297,2025-03-18,Completed,90.0,No,,Placed,Crompton Greaves,DevOps Engineer,53335.0,,Ahmednagar,4.0,No
PART_01889,Rahul Verma 13,22,Male,Post Graduate,Jalna,Taluka_6,Below 1 Lakh,Yes,Cloud Computing,TC_0380,2026-02-18,Completed,49.0,No,,Placed,TCS,Data Analyst,54636.0,,Mumbai,5.0,Maybe
PART_01890,Sanjay Gupta 87,39,Other,Graduate,Nanded,Taluka_8,1-3 Lakhs,Yes,Beauty & Wellness,TC_0232,2026-06-25,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01891,Mohan Rao 95,43,Male,10th Pass,Mumbai,Taluka_4,3-5 Lakhs,Yes,Data Analytics,TC_0135,2026-06-24,Completed,66.0,No,,Not Placed,,,,,,2.0,Maybe
PART_01892,Rekha Pillai 16,45,Female,Diploma,Chandrapur,Taluka_10,Above 10 Lakhs,Yes,Customer Service,TC_0146,2025-05-26,Assessed,49.0,No,,Not Applicable,,,,,,,
PART_01893,Pooja Joshi 47,19,Male,Post Graduate,Thane,Taluka_4,Above 10 Lakhs,Yes,Data Analytics,TC_0096,2025-08-11,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01894,Dinesh Shinde 73,20,Female,Post Graduate,Dhule,Taluka_8,1-3 Lakhs,Yes,Cloud Computing,TC_0022,2026-02-17,Completed,92.0,No,,Not Placed,,,,,,4.0,Yes
PART_01895,Amit Patel 47,36,Other,Diploma,Jalna,Taluka_1,3-5 Lakhs,No,Digital Marketing,TC_0335,2025-11-26,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_01896,Geeta Sawant 82,44,Other,Graduate,Jalgaon,Taluka_2,5-10 Lakhs,Yes,Warehouse Management,TC_0426,2026-06-30,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01897,Ramesh Jadhav 97,21,Male,Post Graduate,Pune,Taluka_7,3-5 Lakhs,Yes,Welding Technology,TC_0058,2025-04-12,Certified,62.0,Yes,2025-09-28,Placed,Narayana Health,Cloud Engineer,27701.0,2025-11-19,Latur,,
PART_01898,Rekha Pillai 2,28,Other,Diploma,Jalna,Taluka_3,Above 10 Lakhs,Yes,Warehouse Management,TC_0233,2026-07-18,Completed,40.0,No,,Placed,Axis Bank,Welder,59164.0,,Kolhapur,2.0,Maybe
PART_01899,Kavita Rao 13,28,Other,10th Pass,Ahmednagar,Taluka_3,5-10 Lakhs,No,Customer Service,TC_0036,2026-02-26,Completed,93.0,No,,Placed,Amazon,Content Writer,72281.0,,Ahmednagar,3.0,No
PART_01900,Neha Dubey 69,45,Male,Graduate,Akola,Taluka_8,3-5 Lakhs,No,Full Stack Development,TC_0075,2026-05-30,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01901,Prakash More 36,19,Other,12th Pass,Thane,Taluka_1,Below 1 Lakh,Yes,Medical Lab Technology,TC_0372,2026-04-22,Completed,97.0,No,,Placed,Narayana Health,Fitter,59169.0,,Nashik,5.0,Yes
PART_01902,Deepa Iyer 63,23,Female,Diploma,Aurangabad,Taluka_2,1-3 Lakhs,No,Beauty & Wellness,TC_0350,2025-06-13,Assessed,53.0,No,,Not Applicable,,,,,,,
PART_01903,Ramesh Jadhav 39,24,Female,Graduate,Jalna,Taluka_5,Below 1 Lakh,Yes,Food Processing,TC_0392,2025-12-19,Assessed,64.0,No,,Not Applicable,,,,,,,
PART_01904,Amit Patel 44,44,Other,Diploma,Amravati,Taluka_6,Above 10 Lakhs,Yes,Electrician Training,TC_0471,2025-03-06,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01905,Geeta Sawant 68,38,Male,Diploma,Solapur,Taluka_7,5-10 Lakhs,No,Data Analytics,TC_0023,2026-02-03,Ongoing,,No,,Not Applicable,,,,,,2.0,No
PART_01906,Rekha Pillai 11,40,Male,10th Pass,Mumbai,Taluka_3,Below 1 Lakh,No,Electrician Training,TC_0126,2025-05-10,Assessed,45.0,No,,Not Applicable,,,,,,,
PART_01907,Priya Sharma 44,31,Other,10th Pass,Thane,Taluka_8,Below 1 Lakh,No,Warehouse Management,TC_0190,2025-10-06,Completed,46.0,No,,Not Placed,,,,,,3.0,Yes
PART_01908,Sanjay Gupta 28,43,Other,Post Graduate,Kolhapur,Taluka_2,5-10 Lakhs,No,Full Stack Development,TC_0337,2025-07-11,Certified,49.0,Yes,2025-12-09,Further Studies,,,,,,,
PART_01909,Pooja Joshi 86,21,Male,Graduate,Bhiwandi,Taluka_6,1-3 Lakhs,Yes,Beauty & Wellness,TC_0376,2025-07-18,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01910,Ashok Pawar 22,19,Other,10th Pass,Amravati,Taluka_3,3-5 Lakhs,Yes,Full Stack Development,TC_0232,2025-06-18,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01911,Mohan Rao 86,21,Male,10th Pass,Parbhani,Taluka_8,Above 10 Lakhs,No,Electrician Training,TC_0331,2025-06-28,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_01912,Ramesh Jadhav 39,28,Female,Graduate,Kolhapur,Taluka_7,1-3 Lakhs,Yes,Electrician Training,TC_0391,2025-09-05,Assessed,47.0,No,,Not Applicable,,,,,,,
PART_01913,Laxmi Hegde 55,35,Male,10th Pass,Ahmednagar,Taluka_8,Above 10 Lakhs,No,Welding Technology,TC_0410,2026-04-07,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_01914,Priya Sharma 51,38,Male,12th Pass,Sangli,Taluka_2,Above 10 Lakhs,Yes,Accounting & GST,TC_0056,2025-07-15,Completed,69.0,No,,Not Placed,,,,,,3.0,Yes
PART_01915,Anjali Reddy 16,27,Female,12th Pass,Thane,Taluka_2,3-5 Lakhs,No,Electrician Training,TC_0315,2026-04-28,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01916,Kavita Rao 89,38,Female,Diploma,Solapur,Taluka_10,Below 1 Lakh,Yes,Welding Technology,TC_0416,2026-02-15,Completed,63.0,No,,Placed,Flipkart,Sales Executive,33120.0,,Mumbai,5.0,Yes
PART_01917,Meera Nair 45,20,Male,Post Graduate,Thane,Taluka_10,3-5 Lakhs,No,Data Analytics,TC_0311,2025-12-15,Completed,53.0,No,,Placed,Reliance Jio,HR Coordinator,32883.0,,Solapur,2.0,No
PART_01918,Usha Menon 41,24,Other,Graduate,Amravati,Taluka_6,Below 1 Lakh,Yes,Medical Lab Technology,TC_0349,2025-12-13,Ongoing,,No,,Not Applicable,,,,,,1.0,Maybe
PART_01919,Nitin Bhosale 86,32,Female,Graduate,Dhule,Taluka_6,1-3 Lakhs,No,Medical Lab Technology,TC_0351,2026-07-13,Certified,52.0,Yes,2026-10-31,Further Studies,,,,,,,
PART_01920,Rekha Pillai 83,43,Female,10th Pass,Nagpur,Taluka_5,1-3 Lakhs,No,Retail Management,TC_0262,2025-08-13,Completed,41.0,No,,Placed,Zerodha,Technician,57988.0,,Sangli,3.0,Maybe
PART_01921,Suresh Yadav 55,44,Other,Graduate,Thane,Taluka_8,3-5 Lakhs,Yes,Automotive Mechanic,TC_0439,2025-11-20,Completed,89.0,No,,Not Placed,,,,,,4.0,Yes
PART_01922,Rekha Pillai 80,31,Other,Diploma,Solapur,Taluka_3,Below 1 Lakh,No,Full Stack Development,TC_0302,2025-04-28,Completed,90.0,No,,Not Placed,,,,,,5.0,No
PART_01923,Preeti Chopra 86,27,Other,Graduate,Sangli,Taluka_7,3-5 Lakhs,No,CNC Operation,TC_0039,2025-11-16,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01924,Sanjay Gupta 8,43,Other,Diploma,Mumbai,Taluka_10,Above 10 Lakhs,Yes,Food Processing,TC_0142,2025-08-03,Certified,79.0,Yes,2026-01-23,Placed,Apollo Hospitals,Nurse,67193.0,2026-03-31,Akola,,
PART_01925,Mohan Rao 43,42,Male,Diploma,Nagpur,Taluka_7,Below 1 Lakh,Yes,Automotive Mechanic,TC_0454,2025-10-17,Completed,68.0,No,,Not Placed,,,,,,3.0,No
PART_01926,Neha Dubey 73,34,Other,Post Graduate,Jalna,Taluka_4,3-5 Lakhs,Yes,Customer Service,TC_0023,2025-06-24,Completed,44.0,No,,Placed,Flipkart,Quality Analyst,74461.0,,Kolhapur,3.0,Maybe
PART_01927,Kavita Rao 93,25,Male,10th Pass,Pune,Taluka_4,5-10 Lakhs,No,Digital Marketing,TC_0256,2025-06-29,Certified,70.0,Yes,2025-10-06,Placed,Zerodha,HR Coordinator,51052.0,2025-10-10,Satara,,
PART_01928,Manoj Tiwari 2,23,Other,10th Pass,Nagpur,Taluka_6,Above 10 Lakhs,Yes,Welding Technology,TC_0324,2026-06-13,Assessed,43.0,No,,Not Applicable,,,,,,,
PART_01929,Meera Nair 58,36,Other,12th Pass,Nashik,Taluka_1,Below 1 Lakh,Yes,Warehouse Management,TC_0080,2026-03-14,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01930,Mohan Rao 90,24,Female,12th Pass,Aurangabad,Taluka_7,Below 1 Lakh,No,Accounting & GST,TC_0224,2025-01-11,Ongoing,,No,,Not Applicable,,,,,,2.0,No
PART_01931,Sneha Deshmukh 89,41,Other,12th Pass,Thane,Taluka_9,1-3 Lakhs,No,Medical Lab Technology,TC_0277,2025-10-13,Completed,68.0,No,,Placed,Infosys,Accountant,63781.0,,Amravati,5.0,Yes
PART_01932,Mohan Rao 43,21,Other,10th Pass,Kolhapur,Taluka_10,5-10 Lakhs,Yes,Customer Service,TC_0247,2025-02-12,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01933,Rekha Pillai 7,18,Other,12th Pass,Thane,Taluka_1,Below 1 Lakh,No,Full Stack Development,TC_0299,2026-06-28,Certified,100.0,Yes,2026-10-17,Further Studies,,,,,,,
PART_01934,Preeti Chopra 21,31,Female,Diploma,Dhule,Taluka_9,Below 1 Lakh,No,CNC Operation,TC_0279,2026-01-02,Completed,74.0,No,,Not Placed,,,,,,3.0,Yes
PART_01935,Kavita Rao 61,43,Male,Graduate,Latur,Taluka_6,1-3 Lakhs,No,Customer Service,TC_0117,2026-06-14,Completed,51.0,No,,Not Placed,,,,,,3.0,Maybe
PART_01936,Amit Patel 68,38,Male,Diploma,Ahmednagar,Taluka_2,Above 10 Lakhs,Yes,Full Stack Development,TC_0490,2025-08-27,Assessed,46.0,No,,Not Applicable,,,,,,,
PART_01937,Priya Sharma 14,20,Male,Graduate,Kolhapur,Taluka_8,Below 1 Lakh,No,Electrician Training,TC_0030,2026-06-24,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_01938,Priya Sharma 49,41,Male,10th Pass,Akola,Taluka_5,3-5 Lakhs,No,Electrician Training,TC_0440,2026-05-04,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01939,Sanjay Gupta 52,21,Other,Diploma,Chandrapur,Taluka_5,1-3 Lakhs,No,Mobile Repair,TC_0481,2025-05-12,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_01940,Suresh Yadav 98,28,Male,Post Graduate,Nagpur,Taluka_9,3-5 Lakhs,Yes,Cloud Computing,TC_0335,2025-07-02,Completed,75.0,No,,Not Placed,,,,,,2.0,Yes
PART_01941,Prakash More 14,26,Male,10th Pass,Pune,Taluka_10,3-5 Lakhs,No,Welding Technology,TC_0369,2026-08-18,Certified,87.0,Yes,2027-02-10,Placed,Zerodha,Content Writer,35861.0,2027-05-10,Kolhapur,,
